relation,topic,count,total,prop,count_global
Administered Intravenously On The Nd Day,0,1,1,1.0,1.0
Administered Intravenously On The Rd Day,0,1,1,1.0,1.0
Administered Intravenously On The Th Day,0,6,6,1.0,6.0
Administered Large Dosages Of,0,1,1,1.0,1.0
Administered More Than Times,0,1,1,1.0,1.0
Administered On Syme S Principles,0,1,1,1.0,2.0
Administered Per Rectum,45,1,1,1.0,1.0
Administered Rapidly And In A Concentrated Form,0,1,1,1.0,1.0
Administered Through Hypodermic Injections,0,1,1,1.0,1.0
Administered To Allay Fatigue And Weariness,0,1,1,1.0,1.0
Administered To Enter The Cæcum,0,1,1,1.0,1.0
Administered To Keep Quiet,0,1,1,1.0,1.0
Administered Twice A Day,0,1,1,1.0,1.0
Administered Twice During The Hours,0,1,1,1.0,1.0
Administered Until,136,2,2,1.0,4.0
Administered Upon A Handkerchief,0,1,1,1.0,1.0
Administered Via Hypodermic Injection,45,1,1,1.0,1.0
Administered While Fasting And In The Form Of A Salt Easily Soluble,45,1,1,1.0,1.0
Administered With Marked Effect,0,1,1,1.0,1.0
Administered Without Accident,103,2,2,1.0,2.0
"Administered, And This Dose Was Excessive",0,1,1,1.0,1.0
Administering Extra Magnesium Compounds To The Extent Of,0,1,1,1.0,1.0
Administration Appears To Be The Most Satisfactory Way Of Achieving This End,0,1,1,1.0,1.0
Administration At The Rate Of One Gram Daily,28,1,1,1.0,1.0
Administration Before,0,1,1,1.0,1.0
Administration By Mouth Failed To Clear The Circulation Of Parasites,0,1,1,1.0,1.0
Administration Has Been Reported To Be Encouraging,0,1,1,1.0,1.0
Administration In The Ordinary Way So As Not To Excite Struggles,0,1,1,1.0,1.0
Administration Into Abdominal Cavity,0,1,1,1.0,1.0
Administration Of Fluorine Causes Suppression Of The Cestrous Cycle,79,1,1,1.0,1.0
Administration Of Quinine Was Made As Thorough As Is Possible,0,3,3,1.0,3.0
Administration Of Soamin,44,1,1,1.0,1.0
Administration Of The Department,0,35,45,0.777778,96.0
Administration Of The Farm Is Thoroughly Efficient,0,1,1,1.0,1.0
Administration Of The Powder Offered A Problem,0,1,1,1.0,1.0
Administration Offered A Problem,0,1,1,1.0,1.0
Administrative Districts And Hospitals,0,1,1,1.0,1.0
Admirably Answered The Purpose It Was Intended For,0,1,1,1.0,1.0
Admirably Satisfied This Requirement,16,1,1,1.0,1.0
Admissible To,0,1,1,1.0,1.0
Admission Age Range,2,4,4,1.0,5.0
Admission And Death Rates Lessened,0,34,39,0.871795,78.0
Admission And Discharge Book,0,1,1,1.0,1.0
Admission Of,2,1,1,1.0,1.0
Admission Of A Large Number Of Chronic And Moribund Cases,0,1,1,1.0,1.0
Admission Of Fewer Paying Patients,0,1,1,1.0,1.0
Admission Rate,35,1,1,1.0,1.0
Admission Rate From,0,1,1,1.0,1.0
Admission Rate Remains Practically Constant,0,22,45,0.488889,75.0
Admission Rate Was And The Death Rate Per,0,1,1,1.0,1.0
Admission To The College In The Year Under Report,2,1,1,1.0,1.0
Admission Under,1,1,1,1.0,1.0
Admission Under Observation In The Quarantine Wards For Days,2,1,1,1.0,1.0
Admissions,0,2,2,1.0,2.0
Admissions Amongst The Civil Population In Moulmein,18,1,1,1.0,1.0
Admissions And Deaths From,0,8,8,1.0,10.0
Admissions And Discharges,1,4,4,1.0,5.0
Admissions During The Year,0,1,2,0.5,3.0
Admissions Equalled Per Mile Of Average Strength,0,1,1,1.0,1.0
Admissions For Each Month,0,1,1,1.0,1.0
Admissions For Primary Syphilis Decreased From To,0,1,1,1.0,1.0
"Admissions For The Sequels Of Dengue, Viz., Debility",0,1,1,1.0,1.0
Admissions For Which Numbered In Against In,35,1,1,1.0,1.0
Admissions From Fevers Of Malarious Origin Are More Than Quadrupled,40,1,1,1.0,1.0
Admissions From Fevers Of Malarious Origin Have More Than Doubled,40,1,1,1.0,1.0
Admissions From Fevers Of Malarious Origin Have More Than Trebled,40,1,1,1.0,1.0
Admissions From It Alone,0,1,1,1.0,1.0
Admissions From Primary Syphilis Have Been Gradually Diminishing For The Last Five,0,1,1,1.0,
Admissions In The Depot Are Not Due To Local,0,1,1,1.0,1.0
Admissions Into Hospital,0,1,1,1.0,1.0
Admissions Into Hospital Among Hindus Were At The Rate Of Per Cent,0,2,2,1.0,2.0
Admissions Into Hospital Exceeded The Large Figures Of,0,1,1,1.0,1.0
Admissions Into Hospital For The Period Under Review,0,1,1,1.0,1.0
Admissions Into Hospital In Each Month,0,1,1,1.0,1.0
Admissions Into Hospital Were,0,1,1,1.0,1.0
Admissions Into Hospitals Increased,0,1,1,1.0,1.0
Admissions Into The Station Hospital From Corps Passing Through During The Year,40,1,1,1.0,1.0
Admissions Most Numerous Under,1,1,1,1.0,1.0
"Admissions Occurred During The Monsoon Season In July, August And September",0,1,1,1.0,1.0
Admissions Of Each Month For The Period,0,1,1,1.0,1.0
Admissions To Hospitals,0,1,1,1.0,1.0
Admissions To Station Hospital Increased Due To,8,1,1,1.0,1.0
Admissions Under,57,1,1,1.0,1.0
Admissions Were Ascribed Almost Entirely To,1,1,1,1.0,1.0
"Admissions, Discharges, Etc",7,1,1,1.0,1.0
"Admissions, Discharges, Etc., Of Patients In",7,2,2,1.0,2.0
Admissions-rate Per Of Strength,0,96,120,0.8,184.0
Admit Having Been A,0,1,1,1.0,1.0
Admit Into A Mental Hospital,77,1,1,1.0,1.0
Admits,21,1,1,1.0,7.0
Admitted,0,4,6,0.666667,10.0
Admitted Already Suffering From,0,214,411,0.520681,623.0
Admitted As In-door Patients Decreased From To,0,1,1,1.0,1.0
Admitted During Different Months From The Year,0,1,1,1.0,1.0
Admitted During The Latter Portion Of The Year,0,1,1,1.0,1.0
Admitted During The Year,2,11,24,0.458333,52.0
Admitted During The Year Ending,18,1,1,1.0,1.0
Admitted During The Year Was,43,1,1,1.0,1.0
Admitted Early,43,1,1,1.0,1.0
Admitted For Observation In,0,1,2,0.5,3.0
Admitted In Emaciated And Diseased Condition,0,1,1,1.0,1.0
Admitted In The First Year Class During The Year,0,1,1,1.0,1.0
Admitted In The Hospital Suffering From,0,1,1,1.0,1.0
Admitted In The Nagpur Dispensary,0,1,1,1.0,1.0
Admitted In The Same Period,35,1,1,1.0,1.0
Admitted In Transit,16,1,1,1.0,1.0
Admitted Into,0,228,397,0.574307,961.0
Admitted Into The Benares Asylum,2,1,1,1.0,1.0
Admitted Into The Campbell Hospital,0,1,1,1.0,2.0
Admitted Into The Hospital Under,1,1,1,1.0,1.0
Admitted Into The Hospital With Paralysis Of All The Extremities,4,1,1,1.0,1.0
Admitted Into The Mental Hospital,0,1,1,1.0,1.0
Admitted Lepers With Deaths In The Campbell Hospital,0,1,1,1.0,1.0
Admitted Only At,55,1,1,1.0,1.0
Admitted Patients During The Period,18,1,1,1.0,1.0
Admitted Sick,0,41,59,0.694915,112.0
Admitted Suffering From,0,1,2,0.5,3.0
"Admitted Th January, Operation Th And Discharged (relieved) On Th January",3,1,1,1.0,1.0
"Admitted Th October, Operation By Valvular Opening Th October, And Discharged (cured",3,1,1,1.0,
"Admitted Th, Operation Th August, And Discharged (cured) 8th September",3,1,1,1.0,1.0
Admitted To Hospital And Discharged During The Year,0,1,1,1.0,1.0
Admitted To Police Hospitals,0,1,1,1.0,1.0
Admitted To The Female Ward For Her Confinement,0,1,1,1.0,1.0
Admitted To The Hospital Wards,0,1,1,1.0,1.0
Admitted To The Lazaretto,0,2,2,1.0,2.0
"Admitted Twice, And Even Thrice",0,13,26,0.5,68.0
Admitted Types Of,1,1,1,1.0,1.0
Admitted Under,0,3,3,1.0,3.0
Admitted Without Disinfection,0,1,1,1.0,1.0
Admittedcriminal,18,1,1,1.0,1.0
Admitting Ground Water Near The Surface,0,1,1,1.0,1.0
Admitting Police Sick Into Hospital Wards With The Poor,11,1,1,1.0,1.0
Admixed With Criminal Objects,0,1,1,1.0,1.0
Admixture For,54,1,1,1.0,1.0
Admixture Of Tobacco With Ganja And Sweetmeats With Halwa Modify Intoxicating Power,0,109,110,0.990909,
Admixture With,0,1,1,1.0,1.0
Adopt,0,1,1,1.0,1.0
Adopt Burrowing Habits,19,1,1,1.0,1.0
Adopted,0,4,6,0.666667,10.0
Adopted As A Sanitary Measure,0,1,1,1.0,1.0
Adopted As Model,16,1,1,1.0,1.0
Adopted At Different Places And Under Different Conditions,27,1,1,1.0,1.0
Adopted By-laws For The Maintenance Of,0,1,1,1.0,1.0
Adopted For,43,1,1,1.0,3.0
Adopted For Repressing,0,1,1,1.0,1.0
Adopted For The Dairy Herd,5,1,1,1.0,1.0
Adopted In,0,1,2,0.5,2.0
"Adopted In Privies Attached To, But Outside The Jail",0,1,1,1.0,1.0
Adopted In The Th Punjab Native Infantry,76,1,1,1.0,1.0
Adopted Or Advised For,0,1,1,1.0,1.0
Adopted Special Antifly Measures,0,1,1,1.0,1.0
Adopted Them More Freely,0,1,1,1.0,1.0
Adopted To Guard The Station Against Contamination By These Emigrants,0,1,1,1.0,1.0
Adopted Were,0,1,1,1.0,1.0
Adopted Which Involved The Least Amount Of Official Interference,0,1,1,1.0,1.0
Adopted With Most Marked And Beneficial Results,0,1,1,1.0,1.0
Adult Fowls With,0,152,180,0.844444,252.0
Adult Herd,0,1,1,1.0,1.0
Adulterant In,0,5,5,1.0,5.0
Adulterated,55,5,5,1.0,5.0
Adulterated Approximately With,0,1,1,1.0,1.0
Adulterated With,31,13,25,0.52,36.0
Adulteration,0,1,1,1.0,1.0
Adulteration Detectable Up To,31,1,1,1.0,1.0
Adulteration Detection,0,1,1,1.0,1.0
Adulteration Of Drugs Is Not Prohibited Throughout British India By Any Enactment,0,1,1,1.0,
Adults Have Been To,0,1,1,1.0,1.0
Advance,0,1,1,1.0,1.0
Advance From,0,1,1,1.0,1.0
Advance Over,0,1,1,1.0,1.0
Advanced From,0,1,1,1.0,1.0
Advanced Through,0,4,4,1.0,4.0
Advances In The Use Of,0,1,1,1.0,1.0
Advancing By,0,1,1,1.0,1.0
Advancing From,0,1,1,1.0,1.0
Advantage In Using Over Dried Or Heated Material,63,1,1,1.0,1.0
Advantage Of Proper Treatment,0,1,1,1.0,1.0
Advantage Over,0,63,70,0.9,118.0
Advantages Of Early Discovery,0,1,2,0.5,2.0
Adverse Opinion,0,1,1,1.0,1.0
Advice On All Aspects Of,0,1,1,1.0,1.0
Advisable To Segregate,0,1,1,1.0,1.0
Advise The Ryots Regarding Sanitation And Other Precautionary Measures Which They Can,0,1,1,1.0,
Advised Accordingly,0,1,1,1.0,1.0
Advised And Instructed As To The Proper Course They Should Adopt In,0,1,1,1.0,1.0
Advised As A Cooling Thing And Is Also Given To,0,1,1,1.0,1.0
Advised To Drink Siddhi For This Purpose,0,1,1,1.0,1.0
Advised To Evacuate,0,1,1,1.0,1.0
Advocate The Establishment Of The College On These Lines,2,1,1,1.0,1.0
Advocate The Introduction Of,0,70,109,0.642202,218.0
Advocated By Sir Alexander Houston,0,1,1,1.0,1.0
"Affect Heart, Head And Lungs",0,2,2,1.0,3.0
Affect Indirectly,0,1,1,1.0,1.0
"Affect Physically, Mentally, Morally; They Impair The Constitution Slowly, Produce Loss Of",0,1,1,1.0,
"Affect The Lungs, Produce Cough, Make Weak, Cause To Lose Memory",0,1,1,1.0,1.0
Affected All The Districts Of The Presidency Except,64,1,1,1.0,1.0
Affected Almost Every One Without Exception Very Disagreeably,0,1,1,1.0,1.0
Affected And All Died Or Were Destroyed In Merwara District Under The,0,1,1,1.0,1.0
Affected Between,0,1,1,1.0,1.0
Affected By Contagious Ecthyma,0,1,1,1.0,1.0
"Affected By Teibarsa, Purana Or Nikalgaya",20,1,1,1.0,1.0
Affected By Various Forms Of Epidemic Contagious Disease,27,1,1,1.0,1.0
Affected Only Horses And Ponies,0,2,2,1.0,2.0
Affected Some Of The Chemical Constants Of Ghee Considerably While Some Others,0,1,1,1.0,1.0
Affected The Progress Of Work To Some Extent,0,1,1,1.0,1.0
Affected The Public Health,0,1,1,1.0,1.0
Affected The Th Hussars,0,1,1,1.0,1.0
Affected The Work Of All The Institutions In The Ceded Districts,0,1,1,1.0,1.0
Affected Three Townships,0,1,1,1.0,1.0
Affected To Any Serious Extent,0,1,1,1.0,1.0
Affected With Insanity Generally In The Form Of Mania,1,33,52,0.634615,69.0
Affected With Non-contagious Diseases In The Villages By The Veterinary Assistants,0,1,1,1.0,
Affected With Surra Treated Successfully With Naganol In Grm. Doses,0,1,1,1.0,1.0
Affected With Surra Treated With Naganol Administered Intravenously At The Rate Of,0,1,1,1.0,
Affected Work In,0,1,1,1.0,1.0
Affecting The Growth Adversely,0,25,50,0.5,96.0
Affecting The Organs Of The,0,1,1,1.0,1.0
Affection,46,4,4,1.0,4.0
"Affects All Castes, But More Common Amongst The Lower Than Higher",9,1,1,1.0,1.0
Affects Muhammadans More Than,9,1,1,1.0,1.0
Affects On The System Sooner Than,0,67,131,0.51145,212.0
Affects Only The Alimentary Tract Or Its Appendages And Its Ova Are,0,1,1,1.0,1.0
Affects The Accounts Of Incorporated Local Funds Expenditure And Provincial Expenditure,0,1,1,1.0,
Affects The Bones Of The Extremities And The Skull,80,1,1,1.0,1.0
Affects The Constitution Sooner Than Drinking Or Eating,0,2,2,1.0,2.0
Affects The Masses More Than The Wealthy,0,98,138,0.710145,219.0
Affects The Mind To Some Extent,0,1,1,1.0,1.0
Affects The Moral Character And Brain Of The Consumer,0,1,1,1.0,1.0
Affects The Nerves And Nerve Centres If Indulged In Unduly,0,1,1,1.0,1.0
Affects The Senses And Mind,0,1,1,1.0,1.0
Affects The System More Strongly Than,0,1,1,1.0,1.0
Affects Thought And Ideas,7,1,1,1.0,1.0
Affiliated To The University For The Bachelor Degree In,0,1,1,1.0,1.0
Affiliated With The Local University,75,1,1,1.0,1.0
Affinity For,0,1,1,1.0,1.0
Affinity With,52,2,2,1.0,2.0
Afford,0,2,2,1.0,2.0
Afford A Plausible Explanation Of,0,1,1,1.0,1.0
Afford Extra Power For Their Bites,0,1,1,1.0,1.0
Afford Opportunity For,8,1,1,1.0,1.0
Afforded,0,2,2,1.0,4.0
Afforded Ample Opportunities For Practical Instruction To The Students,0,1,1,1.0,1.0
Afforded By,11,2,2,1.0,7.0
Afforded Only By Brick-fields,32,1,1,1.0,1.0
Afforded Special Facilities To Students For Clinical Study,7,1,1,1.0,1.0
Afforded To Kala-azar Patients,0,1,1,1.0,1.0
Afforded Treatment But Died The Next Day After The Course Of Injections,0,1,1,1.0,1.0
Afforded Under Conditions Applicable To Officers And Nurses Of The British Service,9,1,1,1.0,
Affording Facilities For Reaching A Suitable Host,0,1,1,1.0,1.0
Affording Practical Instruction,68,1,1,1.0,1.0
Affords,0,1,1,1.0,1.0
Affords Amusement And Exercise,10,1,1,1.0,1.0
Affords Chance,19,1,1,1.0,1.0
Afghanistan Is A Strong Narcotic,0,69,81,0.851852,125.0
After,0,1971,2994,0.658317,4903.0
After Administration Of Iodides Of Arsenic And Mercury,58,1,1,1.0,1.0
After Administration Of Physostigmine,136,1,1,1.0,1.0
After Application Of Strophanthin,34,1,1,1.0,1.0
After Arrival,25,1,1,1.0,1.0
After Atebrin,0,1,1,1.0,1.0
After Being Bled On,26,1,1,1.0,1.0
"After Division Into Two, Are Liberated And Again Penetrate Cells",0,1,1,1.0,1.0
After Its Most Obvious Manifestation,0,1,1,1.0,1.0
After Minutes,0,4,4,1.0,4.0
After Remaining High For Some Days Began To Subside At About The,0,1,1,1.0,1.0
After Sanction By,0,1,1,1.0,1.0
After Severing The Vagi And Atropinisation,0,1,1,1.0,1.0
After Sprinkling And Shading,28,2,2,1.0,2.0
After Taking Him Out Of Box,98,1,1,1.0,1.0
After The Crisis,132,1,1,1.0,1.0
After The Increase To Ounces Of Bonemeal,79,1,1,1.0,1.0
After The Scolex,62,1,1,1.0,1.0
After Treatment,0,991,1540,0.643506,2475.0
After Two Days Delay I Met The Vaccinator General No. At Mookurteehal,97,1,1,1.0,1.0
After Which The Bite Of The Fly Becomes Infective,0,30,47,0.638298,77.0
After-effect Of,0,1,1,1.0,3.0
After-effects Of,0,1,1,1.0,1.0
Again Been Used,0,1,1,1.0,1.0
Again Fallen Two Degrees C,28,1,1,1.0,1.0
Again In,0,1,1,1.0,1.0
"Again Manifested Itself In The Beginning Of July, And During The Month",0,1,1,1.0,1.0
Again Risen,28,1,1,1.0,1.0
Again Rose And This Year Amounted To Per Cent. Of The Total,25,1,1,1.0,1.0
Again Shows A Net Profit,0,1,1,1.0,1.0
Again To,5,1,1,1.0,2.0
Against,0,117,248,0.471774,720.0
Against Rs,135,1,1,1.0,2.0
Against The Disease,0,2,2,1.0,2.0
Against Which It Would Appear To Be The Most Efficacious Form Of,0,1,1,1.0,1.0
Age,0,42,68,0.617647,148.0
Age Of Serum Is,0,98,137,0.715328,393.0
Agency,0,1,1,1.0,1.0
Ages Between And Comes The Next In Order Of Frequency,1,2,2,1.0,3.0
Ages Of Lunatics,2,12,17,0.705882,76.0
Ages Of Patients,2,1,1,1.0,1.0
Agglomeration,0,1,1,1.0,1.0
Agglutinability Of Different Strains Of Bacillus Mallei,3,3,10,0.3,63.0
Agglutinated Masses Of Corpuscles Floating In Clear Fluid Plasma,5,1,1,1.0,1.0
Aggravate And Accelerate,9,2,2,1.0,2.0
Aggravated,13,1,1,1.0,2.0
Aggravated Assault,8,1,1,1.0,1.0
Aggravated By,7,4,7,0.571429,8.0
Aggravates,0,1,1,1.0,4.0
Aggravates Some Other Concurrent Infection,0,1,1,1.0,1.0
Aggregate Mortality Of,0,745,847,0.879575,1507.0
Agitated,1,1,1,1.0,1.0
Agree With,0,1,1,1.0,1.0
Agree With Those Described For,0,1,1,1.0,1.0
Agreed To Pay For Maintenance Of,2,1,1,1.0,1.0
Agreed To The Alteration Of The Title Of The Diploma From Graduate,0,1,1,1.0,1.0
Agreed With,0,1,1,1.0,2.0
Agreement With,0,1,1,1.0,2.0
Agreement With What Mr. Smith Had Said,68,1,1,1.0,1.0
Agrees As To Petals With,0,1,1,1.0,1.0
Agrees In The Main With,0,1,1,1.0,1.0
Agrees In This View,1,1,1,1.0,1.0
Agrees Very Closely With The Average Of C Obtained By Elsdon And,0,1,1,1.0,1.0
Agrees With,0,2,3,0.666667,7.0
Agrees With Dr. Payne In Ascribing The Prevalence And Fatality Of Chest,30,1,1,1.0,1.0
Ague,0,156,299,0.521739,458.0
Ai Criminal A Tios,0,1,1,1.0,1.0
Aid This Organ To Regurgitate A Portion Of Its Contents Into,4,1,1,1.0,1.0
Aid To The Selection Of,16,1,1,1.0,1.0
"Aided By The Superintendent Of Police, Attends To The Enforcement Of The",0,1,1,1.0,1.0
"Aiding In A Considerable Degree The Action Of Drugs, And Of Dietitic",9,1,1,1.0,1.0
Aids In The Meditation Of God And Creates Fear Of Hari,0,1,1,1.0,1.0
Aim To Raise To,0,1,1,1.0,1.0
Aimlessly About,36,1,1,1.0,1.0
Air,0,26,45,0.577778,63.0
"Air-borne To Cochin, Ernakulam And Colombo",0,1,1,1.0,1.0
Ajmer Town Is In A Very Insanitary Condition,0,82,90,0.911111,138.0
Ajmer-merwara,0,28,32,0.875,72.0
Akin To One Of The Primary Anæmias,3,1,1,1.0,1.0
Ala,76,1,1,1.0,1.0
Alcoho Ic Insanity (acute Nr Chronic,1,220,310,0.709677,439.0
Alcohol,0,179,200,0.895,244.0
Alight On,61,2,2,1.0,2.0
Alights At,42,1,1,1.0,1.0
Alike After Hours Struck A Faint Pink With Per Cent. Nitric Acid,0,1,1,1.0,1.0
Alive To The Danger And Prepared To Meet It,0,1,1,1.0,1.0
"Alive, Condition Fair",20,1,1,1.0,1.0
All Attempts At Artificial Cultivation Of Have As Yet Failed To Give,0,1930,2242,0.860839,4622.0
All Continued To Eat Earth At Irregular Periods,0,60,127,0.472441,204.0
All Cured,0,156,216,0.722222,392.0
All Dead,39,5,5,1.0,6.0
All His Clothings Are Burnt,0,14,35,0.4,76.0
All Its Relations To Bear On The Management Of The Institution,0,1,1,1.0,1.0
All Kinds,47,2,2,1.0,3.0
All Large Joints,7,1,1,1.0,1.0
All Occurred In Persons Who Had Just Arrived From,0,1,1,1.0,1.0
All Of,0,33,51,0.647059,91.0
All Over,6,1,2,0.5,2.0
All Over Body,6,1,1,1.0,1.0
All Over The Body,4,3,3,1.0,3.0
"All Over The Body Particularly Over The Scrotum, Neck And Ears",76,1,1,1.0,1.0
All Parts Of,101,1,1,1.0,1.0
All Specimens Obtainable Continued Systematically At First,76,1,1,1.0,1.0
All The Hill-bulls Were Inoculated Subcutaneously Each With C.c. Of Per Cent,0,124,126,0.984127,178.0
"All The Old Places Were Re-infected This Year, Especially Tardeo Road, Forjett",19,1,1,1.0,1.0
"All The Subordinate Establishment, With The Exception Of The Head Warder, Appear",2,1,1,1.0,1.0
All Under,0,41,114,0.359649,194.0
All Water Since May Has Been Tested Daily For Poisons At Razani,0,590,622,0.948553,867.0
Allay Hunger,0,4,4,1.0,5.0
Allay Hunger And Increase Appetite,0,1,1,1.0,1.0
Allay Hunger When Followed By Drinking Water,0,1,1,1.0,1.0
Allayed After A Little If The Appetite Is Restrained,0,1,1,1.0,1.0
Allayed By,0,2,2,1.0,2.0
Allayed With,31,1,1,1.0,1.0
Allays Hunger,0,4,4,1.0,6.0
Allays Hunger In The Habitual Moderate Consumer,0,1,1,1.0,1.0
Allays Hunger When Smoked,0,1,1,1.0,1.0
Alleged In,1,1,1,1.0,1.0
Alleged Inrectiousness Of,0,1,1,1.0,1.0
Alleviates Fatigue,0,4,4,1.0,7.0
Alleviates Fatigue After Severe Labour Of Habitual Consumers,0,1,1,1.0,1.0
Alleviates Fatigue; Removes Water From Blood,0,1,1,1.0,1.0
Allied To,0,3,5,0.6,5.0
Allocated Beds,26,3,3,1.0,3.0
Allocation Of Beds To,26,1,1,1.0,1.0
Allotted For Special Investigation,68,5,5,1.0,5.0
Allotted Space,6,3,3,1.0,3.0
Allotted To Private Individuals On The Vincent Road In The North Of,0,1,1,1.0,1.0
Allow Greater Draft During Spinning,16,1,1,1.0,1.0
Allow The Sullage To Flow By Gravitation Over Their Surface,0,1,1,1.0,1.0
Allowance,0,2,2,1.0,4.0
Allowance For Cutting Fodder,0,1,1,1.0,1.0
Allowance Granted To,0,1,1,1.0,1.0
Allowance Of,0,1,1,1.0,1.0
Allowed,0,1,2,0.5,2.0
Allowed An Uniform Space Of,6,1,1,1.0,1.0
"Allowed Annually For The Army Veterinary School, Ambala",39,1,1,1.0,1.0
Allowed For Each Pint,0,1,1,1.0,1.0
Allowed In The First Professional Examination For The L. C. P. S,34,1,1,1.0,1.0
Allowed In The Second Professional (first L. C. P. S.) Examination,34,1,1,1.0,1.0
Allowed To,0,1,1,1.0,1.0
Allowed To Be Re-occupied After They Had Been Kept Vacant For A,0,1,1,1.0,1.0
Allowed To Continue In The Same Class,0,1,1,1.0,1.0
Allowed To Die,0,550,765,0.718954,1543.0
Allowed To Die Quietly In Hospital Days After Admission,6,1,1,1.0,1.0
Allowed To Elapse Before Re-building,0,1,1,1.0,1.0
Allowed To Enter Sulina And Constanza After Disinfection,0,1,1,1.0,1.0
Allowed To Flow Over,0,1,1,1.0,1.0
"Allowed To Flow Over The Muscle, And The Greatest Separation Of The",0,1,1,1.0,1.0
Allowed To Graze Within The Limits Of The Camp,0,105,116,0.905172,168.0
Allowed To Interview Suitable Patients At The Rangoon Lunatic Asylum On Sundays,2,1,1,1.0,1.0
Allowed To Land After Inspection Of Their Certificates,0,1,1,1.0,1.0
Allowed To Lie Broadcast Over The Land,0,24,44,0.545455,135.0
"Allowed To Pass Through The Canal In Quarantine After, In The Case",0,1,1,1.0,1.0
Allowed To Remain At The College,2,1,1,1.0,1.0
Allowed To Return To Their Houses And Live In Verandahs,0,1,1,1.0,1.0
Allowed To Roam With,0,1,1,1.0,1.0
Allowed To Run About At A Time When,0,24,40,0.6,68.0
Allowed To Stand,0,1,1,1.0,1.0
Allowing,0,1,1,1.0,1.0
Allows,82,1,1,1.0,2.0
Allows A Backward Rotation Of The Labellar Rods On The End Of,4,1,1,1.0,1.0
Allows Dissipation Of Heat Both By Radiation And Evaporation,28,1,1,1.0,1.0
