relation,topic,count,total,prop
A Satisfactory Condition On The Whole As To Cleanliness And Conservancy,5,15,39,0.384615
A Satisfactory Condition On The Whole As To Cleanliness And Conservancy,19,1,39,0.025641
A Satisfactory Condition On The Whole As To Cleanliness And Conservancy,26,6,39,0.153846
A Satisfactory Condition On The Whole As To Cleanliness And Conservancy,33,1,39,0.025641
A Satisfactory Condition On The Whole As To Cleanliness And Conservancy,72,2,39,0.051282
A Satisfactory Condition On The Whole As To Cleanliness And Conservancy,80,1,39,0.025641
A Scorbutic Character,0,1,1,1.0
A Secondary Character,10,2,2,1.0
A Section Of Reacting Muscle,93,1,1,1.0
A Segregation Hospital With A Special Qualified Medical Officer,1,1,1,1.0
A Similar Nature Occurs In,111,1,1,1.0
A Small Jeerah On Blacksoil Below Village,0,1,1,1.0
A Smaller Cell Splitting Off,0,1,1,1.0
A Sporadic Form Was Hanging About The District In The Beginning Of,0,1,1,1.0
A State Of Such Extreme Emaciation And Sickly That There Was No,4,1,1,1.0
A Thorough Character Should Be Instituted,1,1,1,1.0
A Thrombosed And Bursting Vessel,0,1,1,1.0
A Type Not Previously Observed By Me In This Climate,0,1,1,1.0
A Well About Yard From The Sepoys Tents,46,1,1,1.0
A Well Developed Condition,0,108,241,0.448133
A Well Developed Condition,1,15,241,0.062241
A Well Developed Condition,2,3,241,0.012448
A Well Developed Condition,4,4,241,0.016598
A Well Developed Condition,5,1,241,0.004149
A Well Developed Condition,6,10,241,0.041494
A Well Developed Condition,7,5,241,0.020747
A Well Developed Condition,10,1,241,0.004149
A Well Developed Condition,16,3,241,0.012448
A Well Developed Condition,17,1,241,0.004149
A Well Developed Condition,19,1,241,0.004149
A Well Developed Condition,20,1,241,0.004149
A Well Developed Condition,21,1,241,0.004149
A Well Developed Condition,23,1,241,0.004149
A Well Developed Condition,25,2,241,0.008299
A Well Developed Condition,29,1,241,0.004149
A Well Developed Condition,31,6,241,0.024896
A Well Developed Condition,35,4,241,0.016598
A Well Developed Condition,38,3,241,0.012448
A Well Developed Condition,42,6,241,0.024896
A Well Developed Condition,46,1,241,0.004149
A Well Developed Condition,49,2,241,0.008299
A Well Developed Condition,56,3,241,0.012448
A Well Developed Condition,61,1,241,0.004149
A Well Developed Condition,65,1,241,0.004149
A Well Developed Condition,67,18,241,0.074689
A Well Developed Condition,72,3,241,0.012448
A Well Developed Condition,79,2,241,0.008299
A Well Developed Condition,81,3,241,0.012448
A Well Developed Condition,83,1,241,0.004149
A Well Developed Condition,84,3,241,0.012448
A Well Developed Condition,85,1,241,0.004149
A Well Developed Condition,91,2,241,0.008299
A Well Developed Condition,95,1,241,0.004149
A Well Developed Condition,96,1,241,0.004149
A Well Developed Condition,98,1,241,0.004149
A Well Developed Condition,100,2,241,0.008299
A Well Developed Condition,101,1,241,0.004149
A Well Developed Condition,108,1,241,0.004149
A Well Developed Condition,111,2,241,0.008299
A Well Developed Condition,112,1,241,0.004149
A Well Developed Condition,129,1,241,0.004149
A Well Developed Condition,131,1,241,0.004149
A Well Developed Condition,136,1,241,0.004149
A Well Developed Condition,150,1,241,0.004149
A Well Developed Condition,155,1,241,0.004149
A Well Developed Condition,157,1,241,0.004149
A Well Developed Condition,161,1,241,0.004149
A Well Developed Condition,166,1,241,0.004149
A Well Developed Condition,178,5,241,0.020747
A Whitish Central Double Line Broadest On The Proximate Segment,10,1,1,1.0
A Whole Or Portion Of The Inhabitants To Huts Proves Ultimately Successful,80,1,1,1.0
"A.m. To Noon At C, From Noon To P.m. At C, From",0,22,48,0.458333
"A.m. To Noon At C, From Noon To P.m. At C, From",1,1,48,0.020833
"A.m. To Noon At C, From Noon To P.m. At C, From",2,1,48,0.020833
"A.m. To Noon At C, From Noon To P.m. At C, From",4,1,48,0.020833
"A.m. To Noon At C, From Noon To P.m. At C, From",5,3,48,0.0625
"A.m. To Noon At C, From Noon To P.m. At C, From",12,1,48,0.020833
"A.m. To Noon At C, From Noon To P.m. At C, From",16,2,48,0.041667
"A.m. To Noon At C, From Noon To P.m. At C, From",17,1,48,0.020833
"A.m. To Noon At C, From Noon To P.m. At C, From",19,2,48,0.041667
"A.m. To Noon At C, From Noon To P.m. At C, From",23,1,48,0.020833
"A.m. To Noon At C, From Noon To P.m. At C, From",26,1,48,0.020833
"A.m. To Noon At C, From Noon To P.m. At C, From",31,2,48,0.041667
"A.m. To Noon At C, From Noon To P.m. At C, From",35,2,48,0.041667
"A.m. To Noon At C, From Noon To P.m. At C, From",41,2,48,0.041667
"A.m. To Noon At C, From Noon To P.m. At C, From",42,1,48,0.020833
"A.m. To Noon At C, From Noon To P.m. At C, From",44,1,48,0.020833
"A.m. To Noon At C, From Noon To P.m. At C, From",96,1,48,0.020833
"A.m. To Noon At C, From Noon To P.m. At C, From",98,2,48,0.041667
"A.m. To Noon At C, From Noon To P.m. At C, From",102,1,48,0.020833
AFTER,8,1,1,1.0
AND OTHER MOSQUITOES IN KARACHI,0,41,79,0.518987
AND OTHER MOSQUITOES IN KARACHI,1,8,79,0.101266
AND OTHER MOSQUITOES IN KARACHI,2,1,79,0.012658
AND OTHER MOSQUITOES IN KARACHI,3,1,79,0.012658
AND OTHER MOSQUITOES IN KARACHI,5,1,79,0.012658
AND OTHER MOSQUITOES IN KARACHI,6,1,79,0.012658
AND OTHER MOSQUITOES IN KARACHI,8,3,79,0.037975
AND OTHER MOSQUITOES IN KARACHI,11,1,79,0.012658
AND OTHER MOSQUITOES IN KARACHI,19,2,79,0.025316
AND OTHER MOSQUITOES IN KARACHI,28,1,79,0.012658
AND OTHER MOSQUITOES IN KARACHI,30,1,79,0.012658
AND OTHER MOSQUITOES IN KARACHI,42,1,79,0.012658
AND OTHER MOSQUITOES IN KARACHI,46,1,79,0.012658
AND OTHER MOSQUITOES IN KARACHI,52,3,79,0.037975
AND OTHER MOSQUITOES IN KARACHI,53,6,79,0.075949
AND OTHER MOSQUITOES IN KARACHI,57,1,79,0.012658
AND OTHER MOSQUITOES IN KARACHI,64,1,79,0.012658
AND OTHER MOSQUITOES IN KARACHI,66,1,79,0.012658
AND OTHER MOSQUITOES IN KARACHI,72,1,79,0.012658
AND OTHER MOSQUITOES IN KARACHI,79,1,79,0.012658
AND OTHER MOSQUITOES IN KARACHI,87,1,79,0.012658
AND OTHER MOSQUITOES IN KARACHI,123,1,79,0.012658
AS,8,1,1,1.0
AT,3,1,1,1.0
Abandoned,0,1,2,0.5
Abandoned,1,1,2,0.5
Abandoned Definitely,61,1,1,1.0
Abandoned On Account Of,1,1,1,1.0
Abandonment Of Fairs Due To,0,2,2,1.0
Abated,0,1,2,0.5
Abated,46,1,2,0.5
Abated After,31,1,1,1.0
Abated Considerably,0,1,1,1.0
Abated In,22,1,3,0.333333
Abated In,79,1,3,0.333333
Abated In,118,1,3,0.333333
Abated In August And September,0,1,1,1.0
Abated With The Setting In Of,0,1,1,1.0
Ability To Grow At,0,75,162,0.462963
Ability To Grow At,2,2,162,0.012346
Ability To Grow At,4,3,162,0.018519
Ability To Grow At,6,4,162,0.024691
Ability To Grow At,10,1,162,0.006173
Ability To Grow At,11,1,162,0.006173
Ability To Grow At,17,8,162,0.049383
Ability To Grow At,26,1,162,0.006173
Ability To Grow At,27,3,162,0.018519
Ability To Grow At,31,2,162,0.012346
Ability To Grow At,36,1,162,0.006173
Ability To Grow At,40,3,162,0.018519
Ability To Grow At,49,5,162,0.030864
Ability To Grow At,53,1,162,0.006173
Ability To Grow At,56,2,162,0.012346
Ability To Grow At,58,37,162,0.228395
Ability To Grow At,76,1,162,0.006173
Ability To Grow At,79,1,162,0.006173
Ability To Grow At,83,3,162,0.018519
Ability To Grow At,101,1,162,0.006173
Ability To Grow At,103,1,162,0.006173
Ability To Grow At,141,1,162,0.006173
Ability To Grow At,145,1,162,0.006173
Ability To Grow At,156,3,162,0.018519
Ability To Grow At,163,1,162,0.006173
Ability To Ripen Cream Properly,0,1,1,1.0
Able To Convert Carotene Into Vitamin-a Much More Readily Than,0,63,68,0.926471
Able To Convert Carotene Into Vitamin-a Much More Readily Than,2,1,68,0.014706
Able To Convert Carotene Into Vitamin-a Much More Readily Than,26,1,68,0.014706
Able To Convert Carotene Into Vitamin-a Much More Readily Than,27,1,68,0.014706
Able To Convert Carotene Into Vitamin-a Much More Readily Than,45,1,68,0.014706
Able To Convert Carotene Into Vitamin-a Much More Readily Than,100,1,68,0.014706
Able To Feed Themselves,0,68,124,0.548387
Able To Feed Themselves,1,1,124,0.008065
Able To Feed Themselves,4,1,124,0.008065
Able To Feed Themselves,5,4,124,0.032258
Able To Feed Themselves,6,5,124,0.040323
Able To Feed Themselves,7,8,124,0.064516
Able To Feed Themselves,17,4,124,0.032258
Able To Feed Themselves,18,1,124,0.008065
Able To Feed Themselves,23,2,124,0.016129
Able To Feed Themselves,27,3,124,0.024194
Able To Feed Themselves,30,4,124,0.032258
Able To Feed Themselves,37,1,124,0.008065
Able To Feed Themselves,49,1,124,0.008065
Able To Feed Themselves,66,2,124,0.016129
Able To Feed Themselves,78,1,124,0.008065
Able To Feed Themselves,84,1,124,0.008065
Able To Feed Themselves,88,1,124,0.008065
Able To Feed Themselves,91,9,124,0.072581
Able To Feed Themselves,100,1,124,0.008065
Able To Feed Themselves,101,2,124,0.016129
Able To Feed Themselves,106,1,124,0.008065
Able To Feed Themselves,111,2,124,0.016129
Able To Feed Themselves,157,1,124,0.008065
Able To Get,30,1,1,1.0
Able To Live For Long Periods,1,1,1,1.0
Able To Live In,0,1,1,1.0
Able To Make Sounds,0,1,1,1.0
Able To Store Up,57,1,1,1.0
Able To Strike A Positive Balance With An Intake Of To Gm,0,1,1,1.0
Able To Talk A Little,0,33,81,0.407407
Able To Talk A Little,1,16,81,0.197531
Able To Talk A Little,4,2,81,0.024691
Able To Talk A Little,5,2,81,0.024691
Able To Talk A Little,12,1,81,0.012346
Able To Talk A Little,15,1,81,0.012346
Able To Talk A Little,16,1,81,0.012346
Able To Talk A Little,18,1,81,0.012346
Able To Talk A Little,23,1,81,0.012346
Able To Talk A Little,26,2,81,0.024691
Able To Talk A Little,30,8,81,0.098765
Able To Talk A Little,38,1,81,0.012346
Able To Talk A Little,46,1,81,0.012346
Able To Talk A Little,53,2,81,0.024691
Able To Talk A Little,60,1,81,0.012346
Able To Talk A Little,77,2,81,0.024691
Able To Talk A Little,85,1,81,0.012346
Able To Talk A Little,91,1,81,0.012346
Able To Talk A Little,107,1,81,0.012346
Able To Talk A Little,125,1,81,0.012346
Able To Talk A Little,130,1,81,0.012346
Able To Talk A Little,168,1,81,0.012346
Able To Travel To,13,2,2,1.0
Able To Visit Unregistered Women,0,1,1,1.0
"Abnormal Division Into Cells, Instead Of Forming Sporidia",17,1,1,1.0
"Abolition Of And Transfer Of The Inmates To Berhampore, Has Reduced The",102,1,1,1.0
Abort As The Result Of,7,3,3,1.0
Aborted,0,1,1,1.0
Aborted And Died From,1,1,1,1.0
Aborted On The,7,1,1,1.0
Abortion,101,1,1,1.0
Abortion When,0,1,1,1.0
Abounded,0,1,1,1.0
Abounded As Usual,4,1,1,1.0
Abounded In,0,4,4,1.0
Abounds In Difficulties,0,26,49,0.530612
Abounds In Difficulties,1,2,49,0.040816
Abounds In Difficulties,2,1,49,0.020408
Abounds In Difficulties,5,2,49,0.040816
Abounds In Difficulties,7,1,49,0.020408
Abounds In Difficulties,9,1,49,0.020408
Abounds In Difficulties,10,1,49,0.020408
Abounds In Difficulties,11,2,49,0.040816
Abounds In Difficulties,15,1,49,0.020408
Abounds In Difficulties,18,1,49,0.020408
Abounds In Difficulties,21,1,49,0.020408
Abounds In Difficulties,22,1,49,0.020408
Abounds In Difficulties,26,1,49,0.020408
Abounds In Difficulties,29,1,49,0.020408
Abounds In Difficulties,31,1,49,0.020408
Abounds In Difficulties,32,1,49,0.020408
Abounds In Difficulties,33,1,49,0.020408
Abounds In Difficulties,55,1,49,0.020408
Abounds In Difficulties,66,1,49,0.020408
Abounds In Difficulties,82,1,49,0.020408
Abounds In Difficulties,187,1,49,0.020408
"Abounds To A Degree As Great As Is Manifested In Beerbhoom, Bankoora",39,3,3,1.0
About,0,1,2,0.5
About,30,1,2,0.5
About And Times More Susceptible Than,0,43,89,0.483146
About And Times More Susceptible Than,1,4,89,0.044944
About And Times More Susceptible Than,2,1,89,0.011236
About And Times More Susceptible Than,6,6,89,0.067416
About And Times More Susceptible Than,7,2,89,0.022472
About And Times More Susceptible Than,9,1,89,0.011236
About And Times More Susceptible Than,23,3,89,0.033708
About And Times More Susceptible Than,26,1,89,0.011236
About And Times More Susceptible Than,27,3,89,0.033708
About And Times More Susceptible Than,30,4,89,0.044944
About And Times More Susceptible Than,32,2,89,0.022472
About And Times More Susceptible Than,39,8,89,0.089888
About And Times More Susceptible Than,42,2,89,0.022472
About And Times More Susceptible Than,62,1,89,0.011236
About And Times More Susceptible Than,66,2,89,0.022472
About And Times More Susceptible Than,84,3,89,0.033708
About And Times More Susceptible Than,101,1,89,0.011236
About And Times More Susceptible Than,145,1,89,0.011236
About And Times More Susceptible Than,182,1,89,0.011236
About Four To Five Times The Vitamin-a Contents Of,0,1,1,1.0
About Half As Many,0,15,35,0.428571
About Half As Many,2,2,35,0.057143
About Half As Many,4,2,35,0.057143
About Half As Many,5,1,35,0.028571
About Half As Many,15,2,35,0.057143
About Half As Many,21,1,35,0.028571
About Half As Many,32,1,35,0.028571
About Half As Many,39,2,35,0.057143
About Half As Many,62,3,35,0.085714
About Half As Many,70,1,35,0.028571
About Half As Many,76,1,35,0.028571
About Half As Many,134,2,35,0.057143
About Half As Many,135,1,35,0.028571
About Half As Many,187,1,35,0.028571
About One In Nine Was Due To Non-venereal Complaints,12,1,1,1.0
About One-half Of The Infants Born In The Past Year Were Protected,0,39,40,0.975
About One-half Of The Infants Born In The Past Year Were Protected,33,1,40,0.025
About P.M,31,1,1,1.0
About Sixty Miles To The South Of,11,1,1,1.0
About The House For The Last Fortnight,1,1,1,1.0
About The Seat,34,1,1,1.0
About The Th Of The Month I Found The Vesicles Were Beginning,53,1,1,1.0
About To,10,1,1,1.0
About To Be Sunk At,0,2,2,1.0
About Which There Is Little Likelihood Of Mistake,0,1,1,1.0
Above,40,1,1,1.0
Above Ground Level,0,22,65,0.338462
Above Ground Level,1,3,65,0.046154
Above Ground Level,2,1,65,0.015385
Above Ground Level,4,1,65,0.015385
Above Ground Level,5,13,65,0.2
Above Ground Level,9,1,65,0.015385
Above Ground Level,10,3,65,0.046154
Above Ground Level,12,1,65,0.015385
Above Ground Level,13,1,65,0.015385
Above Ground Level,17,1,65,0.015385
Above Ground Level,19,1,65,0.015385
Above Ground Level,22,1,65,0.015385
Above Ground Level,46,7,65,0.107692
Above Ground Level,64,1,65,0.015385
Above Ground Level,66,1,65,0.015385
Above Ground Level,77,1,65,0.015385
Above Ground Level,90,1,65,0.015385
Above Ground Level,91,1,65,0.015385
Above Ground Level,119,1,65,0.015385
Above Ground Level,135,1,65,0.015385
Above Ground Level,149,1,65,0.015385
Above Ground Level,172,1,65,0.015385
Above One,3,1,1,1.0
Above The Optimum,56,1,1,1.0
Above Which Altitude Has An Effect On,0,1,1,1.0
Abscess In,31,1,1,1.0
Abscesses,31,1,1,1.0
Abscesses Scattered Over The Body And In The Organs,0,1,1,1.0
Absconded,0,1,1,1.0
Absconded For,12,1,1,1.0
Absence Explained By Virus Strengthened Until Not Even The Cells Of The,38,1,1,1.0
Absence Of Cross,0,72,164,0.439024
Absence Of Cross,1,6,164,0.036585
Absence Of Cross,2,2,164,0.012195
Absence Of Cross,3,1,164,0.006098
Absence Of Cross,4,1,164,0.006098
Absence Of Cross,10,3,164,0.018293
Absence Of Cross,11,3,164,0.018293
Absence Of Cross,16,43,164,0.262195
Absence Of Cross,18,1,164,0.006098
Absence Of Cross,19,2,164,0.012195
Absence Of Cross,22,1,164,0.006098
Absence Of Cross,26,2,164,0.012195
Absence Of Cross,29,2,164,0.012195
Absence Of Cross,30,2,164,0.012195
Absence Of Cross,31,1,164,0.006098
Absence Of Cross,32,3,164,0.018293
Absence Of Cross,41,4,164,0.02439
Absence Of Cross,54,1,164,0.006098
Absence Of Cross,62,1,164,0.006098
Absence Of Cross,66,1,164,0.006098
Absence Of Cross,72,1,164,0.006098
Absence Of Cross,79,1,164,0.006098
Absence Of Cross,81,1,164,0.006098
Absence Of Cross,86,1,164,0.006098
Absence Of Cross,101,2,164,0.012195
Absence Of Cross,126,1,164,0.006098
Absence Of Cross,149,1,164,0.006098
Absence Of Cross,157,3,164,0.018293
Absence Of Cross,169,1,164,0.006098
Absence Of Efficient Organization For Detection,1,1,1,1.0
Absence Of Perflation Oi Groups Of Buildings,180,1,1,1.0
Absence Of Spines In,0,1,1,1.0
Absent From Both Jail And Asylum,44,1,1,1.0
Absent In Europe On Furlough,11,1,1,1.0
Absent Or Very Small In Amount And Not Showing Organic Structure,0,89,200,0.445
Absent Or Very Small In Amount And Not Showing Organic Structure,1,7,200,0.035
Absent Or Very Small In Amount And Not Showing Organic Structure,2,9,200,0.045
Absent Or Very Small In Amount And Not Showing Organic Structure,3,2,200,0.01
Absent Or Very Small In Amount And Not Showing Organic Structure,4,4,200,0.02
Absent Or Very Small In Amount And Not Showing Organic Structure,5,1,200,0.005
Absent Or Very Small In Amount And Not Showing Organic Structure,7,5,200,0.025
Absent Or Very Small In Amount And Not Showing Organic Structure,9,3,200,0.015
Absent Or Very Small In Amount And Not Showing Organic Structure,10,1,200,0.005
Absent Or Very Small In Amount And Not Showing Organic Structure,12,2,200,0.01
Absent Or Very Small In Amount And Not Showing Organic Structure,14,3,200,0.015
Absent Or Very Small In Amount And Not Showing Organic Structure,15,3,200,0.015
Absent Or Very Small In Amount And Not Showing Organic Structure,16,10,200,0.05
Absent Or Very Small In Amount And Not Showing Organic Structure,17,4,200,0.02
Absent Or Very Small In Amount And Not Showing Organic Structure,19,1,200,0.005
Absent Or Very Small In Amount And Not Showing Organic Structure,20,1,200,0.005
Absent Or Very Small In Amount And Not Showing Organic Structure,21,1,200,0.005
Absent Or Very Small In Amount And Not Showing Organic Structure,23,3,200,0.015
Absent Or Very Small In Amount And Not Showing Organic Structure,24,4,200,0.02
Absent Or Very Small In Amount And Not Showing Organic Structure,26,1,200,0.005
Absent Or Very Small In Amount And Not Showing Organic Structure,29,1,200,0.005
Absent Or Very Small In Amount And Not Showing Organic Structure,30,2,200,0.01
Absent Or Very Small In Amount And Not Showing Organic Structure,31,1,200,0.005
Absent Or Very Small In Amount And Not Showing Organic Structure,32,1,200,0.005
Absent Or Very Small In Amount And Not Showing Organic Structure,33,2,200,0.01
Absent Or Very Small In Amount And Not Showing Organic Structure,38,1,200,0.005
Absent Or Very Small In Amount And Not Showing Organic Structure,39,1,200,0.005
Absent Or Very Small In Amount And Not Showing Organic Structure,41,4,200,0.02
Absent Or Very Small In Amount And Not Showing Organic Structure,42,2,200,0.01
Absent Or Very Small In Amount And Not Showing Organic Structure,46,1,200,0.005
Absent Or Very Small In Amount And Not Showing Organic Structure,47,6,200,0.03
Absent Or Very Small In Amount And Not Showing Organic Structure,54,3,200,0.015
Absent Or Very Small In Amount And Not Showing Organic Structure,55,3,200,0.015
Absent Or Very Small In Amount And Not Showing Organic Structure,58,1,200,0.005
