relation,topic,count,total,prop,count_global
Administered With Safety,0,1,1,1.0,1.0
Administered Without Accident,26,2,2,1.0,2.0
Administering Extra Magnesium Compounds To The Extent Of,0,1,1,1.0,1.0
Administration Appears To Be The Most Satisfactory Way Of Achieving This End,0,1,1,1.0,1.0
Administration At The Rate Of One Gram Daily,0,1,1,1.0,1.0
Administration Before,0,1,1,1.0,1.0
Administration By Mouth Failed To Clear The Circulation Of Parasites,0,1,1,1.0,1.0
Administration Has Been Reported To Be Encouraging,0,1,1,1.0,1.0
Administration In The Ordinary Way So As Not To Excite Struggles,0,1,1,1.0,1.0
Administration Into Abdominal Cavity,0,1,1,1.0,1.0
Administration Of Fluorine Causes Suppression Of The Cestrous Cycle,0,1,1,1.0,1.0
Administration Of Quinine Was Made As Thorough As Is Possible,0,3,3,1.0,3.0
Administration Of The Department,0,42,46,0.913043,96.0
Administration Of The Farm Is Thoroughly Efficient,0,1,1,1.0,1.0
Admirably Answered The Purpose It Was Intended For,0,1,1,1.0,1.0
Admirably Satisfied This Requirement,5,1,1,1.0,1.0
Admissible To,0,1,1,1.0,1.0
Admission Age Range,3,4,4,1.0,5.0
Admission And Death Rates Lessened,0,39,39,1.0,78.0
Admission And Discharge Book,0,1,1,1.0,1.0
Admission Of,0,1,1,1.0,1.0
Admission Of A Large Number Of Chronic And Moribund Cases,0,1,1,1.0,1.0
Admission Of Fewer Paying Patients,0,1,1,1.0,1.0
Admission Rate,0,1,1,1.0,1.0
Admission Rate From,0,1,1,1.0,1.0
Admission Rate Remains Practically Constant,0,45,48,0.9375,75.0
Admission Rate Was And The Death Rate Per,0,1,1,1.0,1.0
Admission To The College In The Year Under Report,13,1,1,1.0,1.0
Admission Under,0,1,1,1.0,1.0
Admission Under Observation In The Quarantine Wards For Days,3,1,1,1.0,1.0
Admissions Amongst The Civil Population In Moulmein,0,1,1,1.0,1.0
Admissions And Discharges,0,4,4,1.0,5.0
Admissions During The Year,0,1,2,0.5,3.0
Admissions Equalled Per Mile Of Average Strength,0,1,1,1.0,1.0
Admissions For Primary Syphilis Decreased From To,0,1,1,1.0,1.0
"Admissions For The Sequels Of Dengue, Viz., Debility",0,1,1,1.0,1.0
Admissions For Which Numbered In Against In,0,1,1,1.0,1.0
Admissions From Contusion Is Attributable To The Men Not Being So Constantly,0,1,1,1.0,1.0
Admissions From Fevers Of Malarious Origin Are More Than Quadrupled,0,1,1,1.0,1.0
Admissions From Fevers Of Malarious Origin Have More Than Doubled,0,1,1,1.0,1.0
Admissions From Fevers Of Malarious Origin Have More Than Trebled,0,1,1,1.0,1.0
Admissions From It Alone,0,1,1,1.0,1.0
Admissions From Primary Syphilis Have Been Gradually Diminishing For The Last Five,0,1,1,1.0,
Admissions In The Depot Are Not Due To Local,0,1,1,1.0,1.0
Admissions In The Triennial Period Under Review,10,1,1,1.0,1.0
Admissions Into Hospital Exceeded The Large Figures Of,0,1,1,1.0,1.0
Admissions Into Hospital For The Period Under Review,0,1,1,1.0,1.0
Admissions Into Hospital In Each Month,0,1,1,1.0,1.0
Admissions Into Hospital Were,0,1,1,1.0,1.0
Admissions Into The Station Hospital From Corps Passing Through During The Year,0,1,1,1.0,1.0
Admissions Most Numerous Under,0,1,1,1.0,1.0
"Admissions Occurred During The Monsoon Season In July, August And September",0,1,1,1.0,1.0
Admissions To Hospitals,0,1,1,1.0,1.0
Admissions Under,0,1,1,1.0,1.0
Admissions Were Ascribed Almost Entirely To,0,1,1,1.0,1.0
"Admissions, Discharges, Etc., Of Patients In",1,2,2,1.0,2.0
Admissions-rate Per Of Strength,0,108,115,0.93913,184.0
Admit Having Been A,0,1,1,1.0,1.0
Admit Into A Mental Hospital,0,1,1,1.0,1.0
Admits,0,1,2,0.5,7.0
Admitted,0,5,5,1.0,10.0
Admitted Already Suffering From,0,352,383,0.91906,623.0
Admitted And Re-admitted During The Year,14,5,5,1.0,6.0
Admitted As In-door Patients Decreased From To,0,1,1,1.0,1.0
Admitted At The Discretion Of,0,1,1,1.0,1.0
Admitted During Different Months From The Year,0,1,1,1.0,1.0
Admitted During The Latter Portion Of The Year,0,1,1,1.0,1.0
Admitted During The Year,0,15,26,0.576923,52.0
Admitted During The Year Ending,0,1,1,1.0,1.0
Admitted During The Year Was,0,1,1,1.0,1.0
Admitted Early,0,1,1,1.0,1.0
Admitted For Observation In,0,1,2,0.5,3.0
Admitted In The First Year Class During The Year,0,1,1,1.0,1.0
Admitted In The Same Period,0,1,1,1.0,1.0
Admitted In The Year,0,1,1,1.0,1.0
Admitted In Transit,5,1,1,1.0,1.0
Admitted Into,0,275,361,0.761773,961.0
Admitted Into The Benares Asylum,3,1,1,1.0,1.0
Admitted Into The Campbell Hospital,0,1,1,1.0,2.0
Admitted Into The Hospital Under,10,1,1,1.0,1.0
Admitted Into The Hospital With Paralysis Of All The Extremities,0,1,1,1.0,1.0
Admitted Into The Mental Hospital,0,1,1,1.0,1.0
"Admitted June Aged Weight Lbs., Disease Chronic Dementia",0,1,1,1.0,1.0
Admitted Lepers With Deaths In The Campbell Hospital,0,1,1,1.0,1.0
Admitted Patients During The Period,0,1,1,1.0,1.0
Admitted Sick,0,46,52,0.884615,112.0
Admitted Suffering From,0,1,1,1.0,3.0
"Admitted Th January, Operation Th And Discharged (relieved) On Th January",0,1,1,1.0,1.0
"Admitted Th October, Operation By Valvular Opening Th October, And Discharged (cured",0,1,1,1.0,
"Admitted Th, Operation Th August, And Discharged (cured) 8th September",0,1,1,1.0,1.0
Admitted The Day Before Arrival At,0,1,1,1.0,1.0
Admitted To Hospital Freely,0,1,1,1.0,1.0
Admitted To Police Hospitals,0,1,1,1.0,1.0
Admitted To The Hospital Wards,0,1,1,1.0,1.0
Admitted To The Lazaretto,0,2,2,1.0,2.0
"Admitted Twice, And Even Thrice",0,26,27,0.962963,68.0
Admitted Types Of,0,1,1,1.0,1.0
Admitted Under,0,3,3,1.0,3.0
Admittedcriminal,0,1,1,1.0,1.0
Admitting Ground Water Near The Surface,0,1,1,1.0,1.0
Admitting Police Sick Into Hospital Wards With The Poor,4,1,1,1.0,1.0
Admixed With Criminal Objects,0,1,1,1.0,1.0
Admixture For,16,1,1,1.0,1.0
Admixture Of Tobacco With Ganja And Sweetmeats With Halwa Modify Intoxicating Power,0,75,75,1.0,
Admixture With,0,1,1,1.0,1.0
Adopt,0,1,1,1.0,1.0
Adopt Burrowing Habits,0,1,1,1.0,1.0
Adopted,0,5,5,1.0,10.0
Adopted And Effects Noticed,0,1,1,1.0,1.0
Adopted As A Sanitary Measure,0,1,1,1.0,1.0
Adopted As Model,5,1,1,1.0,1.0
Adopted At Different Places And Under Different Conditions,0,1,1,1.0,1.0
Adopted By-laws For The Maintenance Of,0,1,1,1.0,1.0
Adopted For,0,1,1,1.0,3.0
Adopted For The Dairy Herd,0,1,1,1.0,1.0
Adopted In,12,1,1,1.0,2.0
"Adopted In Privies Attached To, But Outside The Jail",0,1,1,1.0,1.0
Adopted In The Th Punjab Native Infantry,0,1,1,1.0,1.0
Adopted Or Advised For,0,1,1,1.0,1.0
Adopted Prompt And Efficacious Methods Of Control,0,1,1,1.0,1.0
Adopted Special Antifly Measures,0,1,1,1.0,1.0
Adopted Were,0,1,1,1.0,1.0
Adopted With Most Marked And Beneficial Results,0,1,1,1.0,1.0
Adoption Instead Of,12,1,1,1.0,1.0
Adrenaline Reversal After,0,1,1,1.0,1.0
Adult Fowls With,0,154,156,0.987179,252.0
Adult Herd,0,1,1,1.0,1.0
Adult Rate Was,4,1,1,1.0,1.0
Adulterant In,0,5,5,1.0,5.0
Adulterated,0,5,5,1.0,5.0
Adulterated With,0,14,30,0.466667,36.0
Adulteration,0,1,1,1.0,1.0
Adulteration Detectable Up To,11,1,1,1.0,1.0
Adulteration Detection,0,1,1,1.0,1.0
Adulteration Of Drugs Is Not Prohibited Throughout British India By Any Enactment,0,1,1,1.0,
Adults Have Been To,0,1,1,1.0,1.0
Advance,0,1,1,1.0,1.0
Advance From,0,1,1,1.0,1.0
Advance Over,0,1,1,1.0,1.0
Advanced From,0,1,1,1.0,1.0
Advanced Through,0,3,3,1.0,4.0
Advances In The Use Of,0,1,1,1.0,1.0
Advances Up The Gap In The Mountain Chain,0,1,1,1.0,1.0
Advantage In Using Over Dried Or Heated Material,0,1,1,1.0,1.0
Advantage Of Proper Treatment,0,1,1,1.0,1.0
Advantage Over,0,74,76,0.973684,118.0
Advantages Of Early Discovery,29,1,1,1.0,2.0
Adverse Effect On,0,1,1,1.0,1.0
Adverse Opinion,0,1,1,1.0,1.0
Advice On All Aspects Of,0,1,1,1.0,1.0
Advisable To Give The Full Dose At Once On The Second Occasion,0,1,1,1.0,1.0
Advisable To Segregate,0,1,1,1.0,1.0
Advise The Ryots Regarding Sanitation And Other Precautionary Measures Which They Can,0,1,1,1.0,
Advised Accordingly,0,1,1,1.0,1.0
Advised As A Cooling Thing And Is Also Given To,0,1,1,1.0,1.0
Advised To Drink Siddhi For This Purpose,0,1,1,1.0,1.0
Advised To Evacuate,46,1,1,1.0,1.0
Advocate The Establishment Of The College On These Lines,0,1,1,1.0,1.0
Advocate The Introduction Of,0,84,98,0.857143,218.0
Advocated By Sir Alexander Houston,0,1,1,1.0,1.0
"Affect Heart, Head And Lungs",0,2,2,1.0,3.0
Affect Indirectly,0,1,1,1.0,1.0
"Affect Physically, Mentally, Morally; They Impair The Constitution Slowly, Produce Loss Of",0,1,1,1.0,
"Affect The Lungs, Produce Cough, Make Weak, Cause To Lose Memory",0,1,1,1.0,1.0
Affected All The Districts Of The Presidency Except,0,1,1,1.0,1.0
Affected All The Districts With Exception Of Howrah And Darjeeling,0,1,1,1.0,1.0
Affected Almost Every One Without Exception Very Disagreeably,0,1,1,1.0,1.0
Affected Between,0,1,1,1.0,1.0
Affected By Contagious Ecthyma,0,1,1,1.0,1.0
Affected By Various Forms Of Epidemic Contagious Disease,0,1,1,1.0,1.0
Affected In Any Ear,0,1,1,1.0,1.0
Affected Only Horses And Ponies,0,2,2,1.0,2.0
Affected Some Of The Chemical Constants Of Ghee Considerably While Some Others,0,1,1,1.0,1.0
Affected The Progress Of Work To Some Extent,0,1,1,1.0,1.0
Affected The Public Health,0,1,1,1.0,1.0
Affected The Th Hussars,0,1,1,1.0,1.0
Affected Three Townships,0,1,1,1.0,1.0
Affected To Any Serious Extent,0,1,1,1.0,1.0
Affected With Insanity Generally In The Form Of Mania,0,40,40,1.0,69.0
Affected With Lesions Of Encephalomyelitis,0,1,1,1.0,1.0
Affected With Surra Treated Successfully With Naganol In Grm. Doses,0,1,1,1.0,1.0
Affected With Surra Treated With Naganol Administered Intravenously At The Rate Of,0,1,1,1.0,
Affecting The Growth Adversely,0,42,54,0.777778,96.0
Affection,30,4,4,1.0,4.0
"Affects All Castes, But More Common Amongst The Lower Than Higher",0,1,1,1.0,1.0
Affects Muhammadans More Than,0,1,1,1.0,1.0
Affects On The System Sooner Than,0,90,119,0.756303,212.0
Affects Only The Alimentary Tract Or Its Appendages And Its Ova Are,0,1,1,1.0,1.0
Affects Relative Diffusion Over A Given Area,0,1,1,1.0,1.0
Affects The Bones Of The Extremities And The Skull,0,1,1,1.0,1.0
Affects The Constitution Sooner Than Drinking Or Eating,0,2,2,1.0,2.0
Affects The Masses More Than The Wealthy,0,98,128,0.765625,219.0
Affects The Mind To Some Extent,0,1,1,1.0,1.0
Affects The Nerves And Nerve Centres If Indulged In Unduly,0,1,1,1.0,1.0
Affects The System More Strongly Than,0,1,1,1.0,1.0
Affects The Velocity Of Reaction,0,1,1,1.0,1.0
Affects Those Living Under Certain Conditions,0,1,1,1.0,1.0
Affects Thought And Ideas,1,1,1,1.0,1.0
Affiliated With The Local University,25,1,1,1.0,1.0
Affinity For,0,1,1,1.0,1.0
Affinity With,19,2,2,1.0,2.0
Afford,0,1,1,1.0,2.0
Afford A Plausible Explanation Of,0,1,1,1.0,1.0
Afford Extra Power For Their Bites,0,1,1,1.0,1.0
Afford Opportunity For,57,1,1,1.0,1.0
Afforded,36,2,2,1.0,4.0
Afforded A Healthful And Remunerative Occupation For,0,1,1,1.0,1.0
Afforded Ample Opportunities For Practical Instruction To The Students,0,1,1,1.0,1.0
Afforded By,4,2,3,0.666667,7.0
Afforded Only By Brick-fields,0,1,1,1.0,1.0
Afforded Special Facilities To Students For Clinical Study,1,1,1,1.0,1.0
Afforded To Kala-azar Patients,0,1,1,1.0,1.0
Afforded Treatment But Died The Next Day After The Course Of Injections,0,1,1,1.0,1.0
Afforded Under Conditions Applicable To Officers And Nurses Of The British Service,0,1,1,1.0,
Affording Facilities For Reaching A Suitable Host,0,1,1,1.0,1.0
Affording Practical Instruction,23,1,1,1.0,1.0
Affords,0,1,1,1.0,1.0
Affords Amusement And Exercise,0,1,1,1.0,1.0
Afghanistan Is A Strong Narcotic,0,58,65,0.892308,125.0
Afraid Of,0,1,1,1.0,1.0
After,0,2480,2777,0.89305,4903.0
After Absence Of Hæmatozoon For Days,0,1,1,1.0,1.0
After Administration Of Iodides Of Arsenic And Mercury,20,1,1,1.0,1.0
After Administration Of Physostigmine,55,1,1,1.0,1.0
After Application Of Strophanthin,0,1,1,1.0,1.0
After Arrival,8,1,1,1.0,1.0
After Atebrin,0,1,1,1.0,1.0
After Being Bled On,0,1,1,1.0,1.0
"After Division Into Two, Are Liberated And Again Penetrate Cells",0,1,1,1.0,1.0
After Inoculation Is Only Approximate For The Reason Previously Mentioned,0,1,1,1.0,1.0
After Minutes,0,4,4,1.0,4.0
After Passing The Gallery Which Would Seem To Point To Some Admixture,0,1,1,1.0,1.0
After Remaining High For Some Days Began To Subside At About The,0,1,1,1.0,1.0
After Severing The Vagi And Atropinisation,0,1,1,1.0,1.0
After Sprinkling And Shading,0,2,2,1.0,2.0
After Taking Him Out Of Box,50,1,1,1.0,1.0
After The Crisis,0,1,1,1.0,1.0
After The Increase To Ounces Of Bonemeal,0,1,1,1.0,1.0
After The Scolex,0,1,1,1.0,1.0
After Treatment,0,1242,1430,0.868531,2475.0
After Two Days Delay I Met The Vaccinator General No. At Mookurteehal,0,1,1,1.0,1.0
After Which The Bite Of The Fly Becomes Infective,0,43,47,0.914894,77.0
After-effect Of,0,1,1,1.0,3.0
Again Been Used,0,1,1,1.0,1.0
Again In,0,1,1,1.0,1.0
"Again Manifested Itself In The Beginning Of July, And During The Month",0,1,1,1.0,1.0
Again To,0,1,1,1.0,2.0
Against,0,426,443,0.961625,720.0
Against Rs,9,1,1,1.0,2.0
Against The Disease,0,2,2,1.0,2.0
Against This Disease,0,1,1,1.0,2.0
Against Which Inoculation Was Undertaken,0,3,3,1.0,3.0
Against Which It Would Appear To Be The Most Efficacious Form Of,0,1,1,1.0,1.0
Age,0,56,61,0.918033,148.0
Age Of Serum Is,0,124,140,0.885714,393.0
Agency,0,1,1,1.0,1.0
Ages Between And Comes The Next In Order Of Frequency,0,2,2,1.0,3.0
Ages Of Lunatics,3,9,14,0.642857,76.0
Ages Of Patients,3,1,1,1.0,1.0
Agglomeration,0,1,1,1.0,1.0
Agglutinability Of Different Strains Of Bacillus Mallei,0,9,9,1.0,63.0
Agglutinated Masses Of Corpuscles Floating In Clear Fluid Plasma,0,1,1,1.0,1.0
Aggravate And Accelerate,0,2,2,1.0,2.0
Aggravated,0,1,1,1.0,2.0
Aggravated Assault,0,1,1,1.0,1.0
Aggravated By,1,4,6,0.666667,8.0
Aggravates,0,1,1,1.0,4.0
Aggravates Some Other Concurrent Infection,0,1,1,1.0,1.0
Aggregate Cost Of Their Maintenance Being,0,1,1,1.0,1.0
Aggregate Mortality Of,0,715,775,0.922581,1507.0
Agitated,0,1,1,1.0,1.0
Agree Very Closely,0,1,1,1.0,1.0
Agree With,0,1,1,1.0,1.0
Agree With Those Described For,0,1,1,1.0,1.0
Agreed To Pay For Maintenance Of,3,1,1,1.0,1.0
Agreed To The Alteration Of The Title Of The Diploma From Graduate,0,1,1,1.0,1.0
Agreed With,0,1,1,1.0,2.0
Agreed With Mr. Laurie In Thinking That Government Agency Was Unsuited For,0,1,1,1.0,1.0
"Agreement Entered Into With Cyprus, To Take Between And Jacks Annually",0,1,1,1.0,1.0
Agrees As To Petals With,16,1,1,1.0,1.0
Agrees In The Main With,0,1,1,1.0,1.0
Agrees Very Closely With The Average Of C Obtained By Elsdon And,0,1,1,1.0,1.0
Agrees With,0,4,5,0.8,7.0
Agrees With Dr. Payne In Ascribing The Prevalence And Fatality Of Chest,9,1,1,1.0,1.0
Agrees With The Opinion Of,0,1,1,1.0,1.0
Ague,0,257,283,0.908127,458.0
Ai Criminal A Tios,0,1,1,1.0,1.0
Aid To The Selection Of,5,1,1,1.0,1.0
"Aided By The Superintendent Of Police, Attends To The Enforcement Of The",0,1,1,1.0,1.0
"Aiding In A Considerable Degree The Action Of Drugs, And Of Dietitic",0,1,1,1.0,1.0
Aids In The Meditation Of God And Creates Fear Of Hari,0,1,1,1.0,1.0
Aids The Climate In Bringing On,0,1,1,1.0,1.0
Aim To Raise To,0,1,1,1.0,1.0
Aimlessly About,0,1,1,1.0,1.0
Air,0,35,40,0.875,63.0
"Air-borne To Cochin, Ernakulam And Colombo",0,1,1,1.0,1.0
Ajmer Town Is In A Very Insanitary Condition,0,50,51,0.980392,138.0
Ajmer-merwara,0,27,32,0.84375,72.0
Akin To One Of The Primary Anæmias,0,1,1,1.0,1.0
Ala,0,1,1,1.0,1.0
Alcoho Ic Insanity (acute Nr Chronic,0,237,239,0.991632,439.0
Alcohol,0,129,132,0.977273,244.0
Alight On,0,2,2,1.0,2.0
Alighting At,0,1,1,1.0,1.0
Alights At,0,1,1,1.0,1.0
Alike After Hours Struck A Faint Pink With Per Cent. Nitric Acid,0,1,1,1.0,1.0
Alive To The Danger And Prepared To Meet It,0,1,1,1.0,1.0
"Alive, Condition Fair",18,1,1,1.0,1.0
All Attempts At Artificial Cultivation Of Have As Yet Failed To Give,0,2690,2755,0.976407,4622.0
All Continued To Eat Earth At Irregular Periods,0,99,111,0.891892,204.0
All Cured,0,184,203,0.906404,392.0
All Dead,12,5,5,1.0,6.0
All Diseases Of The Respiratory System Except,0,1,1,1.0,2.0
All His Clothings Are Burnt,0,32,36,0.888889,76.0
All Its Relations To Bear On The Management Of The Institution,0,1,1,1.0,1.0
All Kinds,0,1,1,1.0,3.0
All Large Joints,1,1,1,1.0,1.0
All Occurred In Persons Who Had Just Arrived From,0,1,1,1.0,1.0
All Of,0,40,46,0.869565,91.0
All Of Whom However Died,0,1,1,1.0,1.0
All Over,0,2,2,1.0,2.0
All Over Body,0,1,1,1.0,1.0
All Over The Body,0,3,3,1.0,3.0
All Over The Body At Times,66,1,1,1.0,1.0
"All Over The Body Particularly Over The Scrotum, Neck And Ears",0,1,1,1.0,1.0
All Parts Of,0,1,1,1.0,1.0
"All Rags, Bedding And Clothes Belonging To The Patient, As Well As",0,1,1,1.0,1.0
All Specimens Obtainable Continued Systematically At First,0,1,1,1.0,1.0
All That Could Be Desired,0,1,1,1.0,1.0
All The Hill-bulls Were Inoculated Subcutaneously Each With C.c. Of Per Cent,0,125,126,0.992063,178.0
"All The Old Places Were Re-infected This Year, Especially Tardeo Road, Forjett",0,1,1,1.0,1.0
"All The Subordinate Establishment, With The Exception Of The Head Warder, Appear",3,1,1,1.0,1.0
All Under,0,70,106,0.660377,194.0
All Water Since May Has Been Tested Daily For Poisons At Razani,0,651,655,0.993893,867.0
Allay Hunger And Increase Appetite,0,1,1,1.0,1.0
Allay The Distressing Vomitting,0,1,1,1.0,1.0
Allayed By,0,2,2,1.0,2.0
Allayed With,11,1,1,1.0,1.0
Allays Hunger,0,4,4,1.0,6.0
Allays Hunger In The Habitual Moderate Consumer,0,1,1,1.0,1.0
Alleged Inrectiousness Of,0,1,1,1.0,1.0
Alleviates Fatigue,0,3,3,1.0,7.0
Alleviates Fatigue After Severe Labour Of Habitual Consumers,0,1,1,1.0,1.0
Alleviates Fatigue; Removes Water From Blood,0,1,1,1.0,1.0
Allied To,0,3,3,1.0,5.0
Allocated Beds,0,3,3,1.0,3.0
Allocation Of Beds To,0,1,1,1.0,1.0
Allotted,21,1,1,1.0,1.0
Allotted For Special Investigation,23,5,5,1.0,5.0
Allotted Space,0,3,3,1.0,3.0
Allotted To Private Individuals On The Vincent Road In The North Of,46,1,1,1.0,1.0
Allow A Dozen Patients At A Time To Witness Their Show Every,0,1,1,1.0,1.0
Allow Greater Draft During Spinning,5,1,1,1.0,1.0
Allow The Sullage To Flow By Gravitation Over Their Surface,0,1,1,1.0,1.0
Allowance,0,4,4,1.0,4.0
Allowance For Cutting Fodder,0,1,1,1.0,1.0
Allowance Granted To,0,1,1,1.0,1.0
Allowance Of,0,1,1,1.0,1.0
Allowed,0,1,1,1.0,2.0
Allowed An Uniform Space Of,0,1,1,1.0,1.0
"Allowed Annually For The Army Veterinary School, Ambala",12,1,1,1.0,1.0
Allowed Batches Of Patients To Witness Their Matinee Performance For Some Days,0,1,1,1.0,1.0
Allowed For Each Pint,0,1,1,1.0,1.0
Allowed In The First Professional Examination For The L. C. P. S,0,1,1,1.0,1.0
Allowed In The Second Professional (first L. C. P. S.) Examination,0,1,1,1.0,1.0
Allowed To,0,1,1,1.0,1.0
Allowed To Be Re-occupied After They Had Been Kept Vacant For A,46,1,1,1.0,1.0
Allowed To Continue In The Same Class,0,1,1,1.0,1.0
Allowed To Die,0,629,679,0.926362,1543.0
Allowed To Die Quietly In Hospital Days After Admission,0,1,1,1.0,1.0
Allowed To Fast On Religious Grounds,0,1,1,1.0,1.0
"Allowed To Flow Over The Muscle, And The Greatest Separation Of The",0,1,1,1.0,1.0
Allowed To Go Out Daily For Walks Outside Hospital In Evenings,14,1,1,1.0,1.0
Allowed To Graze Within The Limits Of The Camp,0,48,95,0.505263,168.0
Allowed To Interview Suitable Patients At The Rangoon Lunatic Asylum On Sundays,3,1,1,1.0,1.0
Allowed To Land After Inspection Of Their Certificates,0,1,1,1.0,1.0
Allowed To Lie Broadcast Over The Land,0,40,43,0.930233,135.0
"Allowed To Pass Through The Canal In Quarantine After, In The Case",0,1,1,1.0,1.0
Allowed To Remain At The College,0,1,1,1.0,1.0
Allowed To Return To Their Houses And Live In Verandahs,46,1,1,1.0,1.0
Allowed To Roam With,0,1,1,1.0,1.0
Allowed To Run About At A Time When,0,32,36,0.888889,68.0
Allowed To Sleep In The Verandahs,0,1,1,1.0,1.0
Allowed To Stand,0,1,1,1.0,1.0
Allowed To Stray Near,0,1,1,1.0,1.0
Allowing,0,1,1,1.0,1.0
Allows,31,1,1,1.0,2.0
Allows A Backward Rotation Of The Labellar Rods On The End Of,0,1,1,1.0,1.0
Allows Dissipation Of Heat Both By Radiation And Evaporation,0,1,1,1.0,1.0
Allows For,0,1,1,1.0,1.0
Allows Of Rotation Backwards Of The Furca,0,1,1,1.0,1.0
Almost Always Tenacious Or Ropey,0,1,1,1.0,1.0
Almost As High As In Summer With Highest Relative Humidity,0,1,1,1.0,1.0
Almost Blind,62,1,1,1.0,1.0
Almost Complete,0,57,72,0.791667,116.0
Almost Complete Centripetal Action In,1,1,1,1.0,1.0
Almost Empty And Otherwise As In No,0,1,1,1.0,1.0
Almost Encircled Portions Of,0,1,1,1.0,1.0
Almost Meeting,0,1,1,1.0,1.0
Almost Oval And Is Situated In The Anterior Half Of The Proglottis,0,1,1,1.0,1.0
"Almost Spherical, Stigmas To",0,1,1,1.0,1.0
Almost Succumbed To,0,67,70,0.957143,121.0
Almost The Whole Of The Latter Form Was Encircled By,0,1,1,1.0,1.0
Almost Uniform Girth Throughout,0,1,1,1.0,1.0
Almost Universal In,0,1,1,1.0,1.0
Alone,38,1,1,1.0,30.0
Alone Contd,0,1,1,1.0,1.0
Along One Of Its Edges,0,1,1,1.0,1.0
Along The Course Of The Axis,0,1,1,1.0,1.0
Along The Route From Jacobabad To Kandahar,0,1,1,1.0,1.0
Also A General Increase Of Work Performed,0,1,1,1.0,1.0
Also Attended The Second Meeting Of The Animal Husbandry Wing Of The,0,1,1,1.0,1.0
Also Consume,0,148,161,0.919255,299.0
Also Have Had Much Less Disease In,57,1,1,1.0,1.0
Also In Open Wire Cages,0,1,1,1.0,1.0
"Also Known As Subzi, Sukha And Pati",0,3,3,1.0,3.0
Also Rose,0,1,1,1.0,1.0
